theme	name	prompt
montagne	un_versant	a mountain side or hillside, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_falaise	a rocky cliff on a mountain, with a minimal surrounding context that supports the action without defining a full scene.
montagne	de_la_neige	snow covering a mountain, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_rocher	a large rock or boulder on a mountain, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_foret	a forest on a mountain slope, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_alpage	an alpine pasture, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_refuge	a mountain refuge hut, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_telecabine	a cable car in the mountains, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_remontee	a ski lift or mountain lift, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_randonnee	a hiking trail in the mountains, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_escalade	mountain climbing activity, with a minimal surrounding context that supports the action without defining a full scene.
montagne	du_ski	skiing on snowy slopes, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_surf	a snowboard on a mountain slope, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_raquette	snowshoes on a mountain, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_guide	a mountain guide assisting climbers, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_avalanche	an avalanche descending a mountain, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_boussole	a compass for mountain navigation, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_corde	a climbing rope on a mountain, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_mousqueton	a carabiner attached to climbing gear, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_piolet	an ice axe for climbing, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_gant	a glove suitable for mountain conditions, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_vetement	mountain clothing for cold weather, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_chamois	a chamois on a mountain slope, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_marmotte	a marmot in the mountains, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_bouquetin	an ibex on a rocky mountain, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_sentier	a mountain path, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_col	a mountain pass, with a minimal surrounding context that supports the action without defining a full scene.
natation	la_natation	swimming activity in a pool or open water, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_nageur	a swimmer in action, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_piscine	a swimming pool filled with water, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_couloir	a swimming lane in a pool, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_ligne	a lane line in a pool, with a minimal surrounding context that supports the action without defining a full scene.
natation	de_l_eau	water for swimming, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_bassin	a pool basin, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_mur	a pool wall, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_virage	a swimmer turning at the end of a lane, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_plongeon	a diver performing a dive, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_crawl	swimming freestyle, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_brasse	swimming breaststroke, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_dos_crawle	backstroke swimming, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_papillon	butterfly stroke swimming, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_palme	a swim fin, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_lunette	swimming goggles, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_bonnet	a swim cap, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_maillot	a swimsuit, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_planche	a kickboard, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_pull_buoy	a pull buoy for training, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_changement	a swimmer changing lanes, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_vestiaire	a locker room, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_douche	a shower area, with a minimal surrounding context that supports the action without defining a full scene.
natation	du_chlore	chlorinated water, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_respiration	swimmer taking a breath, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_apnee	breath-hold swimming, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_battement	a swimmer's kick, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_mouvement	swimming movement, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_force	swimming strength, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_resistance	water resistance while swimming, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_entrainement	swimming training session, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_course	a swimming race, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_depart	swimmer starting a race, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_arrivee	swimmer finishing a race, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_chrono	a stopwatch for swimming, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_record	a swimming record achievement, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_medaille	a medal awarded for swimming, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_arbitre	a swimming referee, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_podium	a winners' podium, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_nage_libre	freestyle swimming, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_maitre_nageur	a lifeguard or swimming instructor, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_tuba	a snorkel for swimming, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_pince-nez	swimming nose clip, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_serviette	a towel near the pool, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_bouteille	a water bottle for swimmers, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_glisse	a glide through water, with a minimal surrounding context that supports the action without defining a full scene.
natation	un_souffle	a swimmer's breath, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_endurance	swimming endurance, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_longueur	a pool length swum, with a minimal surrounding context that supports the action without defining a full scene.
natation	une_seance	a swimming session, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_prairie	a meadow with grass and flowers, with a minimal surrounding context that supports the action without defining a full scene.
prairie	de_l_herbe	green grass covering the ground, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_fleur	a flower growing in the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_champ	an open field, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_paturage	a grazing pasture, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_sol	soil ground of a meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	de_la_terre	the earth or soil, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_arbre	a single tree in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_buisson	a bush or shrub, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_colline	a hill in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_vallee	a valley in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_riviere	a small river flowing through the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_chemin	a dirt path crossing the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_sentier	a small trail in the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_vent	a breeze blowing across the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_soleil	the sun shining over the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_nuage	a cloud in the sky above the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_ciel	the sky above the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_insecte	an insect flying in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_papillon	a butterfly over flowers, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_abeille	a bee collecting nectar, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_oiseau	a bird flying above the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_vache	a cow grazing, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_mouton	a sheep in the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_fermier	a farmer in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_paysage	a landscape view of the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_horizon	the horizon over the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_brise	a gentle breeze in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_odeur	a scent from flowers or grass, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_silence	a quiet atmosphere in the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_saison	a season in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_ete	summer time in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_printemps	spring season in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_fauche	cutting hay in the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	du_foin	hay stacked in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_mare	a small pond in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_roche	a rock in the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_ombre	a shadow on the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_rayon	a sunbeam in the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_horizon	the distant horizon, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_cloture	a fence enclosing part of the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_tracteur	a tractor working in the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_graine	a seed in the soil, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_pollinisation	pollination activity in the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_campagne	countryside view with fields, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_ecureuil	a squirrel in the prairie, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_taupe	a mole on the meadow ground, with a minimal surrounding context that supports the action without defining a full scene.
prairie	un_mouvement	movement in the meadow, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_fraicheur	freshness of morning air, with a minimal surrounding context that supports the action without defining a full scene.
prairie	une_vue	a panoramic view of the prairie, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_lion	a lion in the savannah, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_elephant	an elephant walking, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_leopard	a leopard resting on a tree, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_rhinoceros	a rhinoceros in the grassland, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_buffle	a buffalo grazing, with a minimal surrounding context that supports the action without defining a full scene.
safari	une_girafe	a giraffe eating leaves, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_zebre	a zebra in the savannah, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_guepard	a cheetah running, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_hippopotame	a hippopotamus in water, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_gnou	a wildebeest in the plain, with a minimal surrounding context that supports the action without defining a full scene.
safari	une_hyene	a hyena moving in the savannah, with a minimal surrounding context that supports the action without defining a full scene.
safari	une_gazelle	a gazelle leaping, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_impala	an impala grazing, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_phacochere	a warthog foraging, with a minimal surrounding context that supports the action without defining a full scene.
safari	une_autruche	an ostrich running, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_crocodile	a crocodile in water, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_singe	a monkey in the trees, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_4x4	a 4x4 vehicle on safari, with a minimal surrounding context that supports the action without defining a full scene.
safari	une_savane	the savannah landscape, with a minimal surrounding context that supports the action without defining a full scene.
safari	une_brousse	the bushland, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_parc	a safari park, with a minimal surrounding context that supports the action without defining a full scene.
safari	une_tente	a tent in the safari camp, with a minimal surrounding context that supports the action without defining a full scene.
safari	des_jumelles	binoculars for observing wildlife, with a minimal surrounding context that supports the action without defining a full scene.
safari	un_carnet	a notebook for safari notes, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_canape	a sofa in the dining-living area, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_fauteuil	an armchair in the room, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_table_a_manger	a dining table, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_chaise	a chair at the table, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_buffet	a buffet cabinet, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_table_basse	a coffee table, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_meuble_tv	a TV stand, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_bibliotheque	a bookshelf, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_vitrine	a display cabinet, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_console	a game or media console, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_etagere	a shelf, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_luminaire	a lighting fixture, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_lustre	a chandelier, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_lampadaire	a floor lamp, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_tapis	a rug, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_rideau	a curtain, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_voilage	a sheer curtain, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_coussin	a cushion on the sofa, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_plaid	a throw blanket, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_miroir	a mirror on the wall, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_cadre	a picture frame, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_tableau	a painting, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_vase	a vase with flowers, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_bougie	a candle, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_repose-pieds	a footrest, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_pouf	a pouf or ottoman, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_carafe	a carafe for drinks, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_vaisselle	dishes on the table, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	des_couverts	cutlery, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_nappe	a tablecloth, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	une_cheminee	a fireplace in the room, with a minimal surrounding context that supports the action without defining a full scene.
salle_a_manger	un_paravent	a folding screen, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	une_baignoire	a bathtub, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	une_douche	a shower, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_lavabo	a sink, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_miroir	a mirror above the sink, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_porte-serviette	a towel rack, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	une_serviette_de_bain	a bath towel, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_tapis_de_bain	a bath mat, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_savon_pour_corps	body soap, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_shampooing	shampoo, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_apres-shampooing	conditioner, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	une_brosse_a_dents	a toothbrush, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_dentifrice	toothpaste, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_peigne	a comb, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	une_brosse_a_cheveux	a hairbrush, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_seche-cheveux	a hair dryer, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_rasoir	a razor, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	une_creme_hydratante	moisturizing cream, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_distributeur_de_savon	a soap dispenser, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	une_trousse_de_toilette	a toiletry bag, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	une_poubelle_de_salle_de_bain	a bathroom trash can, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	du_papier_toilette	toilet paper, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	une_ventouse	a plunger, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_robinet	a faucet, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	un_ciel_de_pluie	a rain shower head, with a minimal surrounding context that supports the action without defining a full scene.
salle_de_bain	une_etagere_de_salle_de_bain	a bathroom shelf, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_football	playing football, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_basketball	playing basketball, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_rugby	playing rugby, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_tennis	playing tennis, with a minimal surrounding context that supports the action without defining a full scene.
sport	de_la_natation	swimming, with a minimal surrounding context that supports the action without defining a full scene.
sport	de_l_athletisme	athletics track event, with a minimal surrounding context that supports the action without defining a full scene.
sport	de_la_boxe	boxing, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_judo	judo practice, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_karate	karate training, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_cyclisme	cycling on a road, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_golf	playing golf, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_hockey	hockey game, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_volleyball	playing volleyball, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_handball	playing handball, with a minimal surrounding context that supports the action without defining a full scene.
sport	de_l_escrime	fencing, with a minimal surrounding context that supports the action without defining a full scene.
sport	de_la_gymnastique	gymnastics routine, with a minimal surrounding context that supports the action without defining a full scene.
sport	de_l_escalade	rock climbing, with a minimal surrounding context that supports the action without defining a full scene.
sport	de_l_aviron	rowing, with a minimal surrounding context that supports the action without defining a full scene.
sport	de_la_voile	sailing, with a minimal surrounding context that supports the action without defining a full scene.
sport	un_plongeon	a diving action, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_surf	surfing on waves, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_skateboard	skateboarding, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_badminton	playing badminton, with a minimal surrounding context that supports the action without defining a full scene.
sport	de_l_equitation	equestrian riding, with a minimal surrounding context that supports the action without defining a full scene.
sport	du_tir_a_l_arc	archery, with a minimal surrounding context that supports the action without defining a full scene.
sport	l_halterophilie	weightlifting, with a minimal surrounding context that supports the action without defining a full scene.
sport	un_triathlon	participating in a triathlon, with a minimal surrounding context that supports the action without defining a full scene.
sport	un_pentathlon	participating in a pentathlon, with a minimal surrounding context that supports the action without defining a full scene.
sport	une_course	running a race, with a minimal surrounding context that supports the action without defining a full scene.
sport	une_randonnee	hiking on a trail, with a minimal surrounding context that supports the action without defining a full scene.
sport	un_bobsleigh	bobsleigh ride, with a minimal surrounding context that supports the action without defining a full scene.
sport	un_biathlon	biathlon competition, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	une_cuvette	a toilet bowl, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_abattant	a toilet seat, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	une_chasse_d_eau	a flush mechanism, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_reservoir	a water tank for toilet, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_flotteur	a float in the toilet tank, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_bidet	a bidet, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	du_papier	toilet paper, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_porte-papier	a toilet paper holder, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_balai	a toilet brush, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_desodorisant	an air freshener, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	une_aeration	ventilation, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	une_ventilation	ventilation system, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_eclairage	lighting, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_carrelage	tiled floor, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_lavabo	a washbasin, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_robinet	a faucet, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_miroir	a mirror, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	une_serviette	a hand towel, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	une_poubelle	a trash bin, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_produit	a hygiene product, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_liquide	a liquid cleaner, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	une_canalisation	plumbing pipe, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_siphon	a trap in plumbing, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_plongeur	a plunger tool, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_broyeur	a macerator, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_event	an air vent, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_separateur	a separator in plumbing, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	des_accessoires	toilet accessories, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_porte-manteau	a coat hook, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	une_etagere	a shelf, with a minimal surrounding context that supports the action without defining a full scene.
toilettes	un_tapis_de_sol	a floor mat, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_transport	transport mode, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_vehicule	a vehicle, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_voiture	a car, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_moto	a motorcycle, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_velo	a bicycle, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_train	a train, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_avion	an airplane, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_bateau	a boat, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_bus	a bus, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_camion	a truck, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_taxi	a taxi, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_conducteur	a driver, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_passager	a passenger, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_route	a road, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_autoroute	a highway, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_voie	a lane, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_gare	a train station, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_aeroport	an airport, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_port	a port, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_gare_routiere	a bus station, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_billet	a ticket, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_ticket	a ticket, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_bagage	luggage, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_valise	a suitcase, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_voyage	a trip, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_depart	a departure, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_arrivee	an arrival, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_itineraire	an itinerary, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_carte	a map, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_signalisation	road signage, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_feu_tricolore	a traffic light, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_virage	a turn, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_embouteillage	a traffic jam, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_pont	a bridge, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_tunnel	a tunnel, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_peage	a toll, with a minimal surrounding context that supports the action without defining a full scene.
transport	de_l_essence	fuel, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_moteur	an engine, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_roue	a wheel, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_frein	a brake, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_aerogare	an airport terminal, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_quai	a quay, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_hotesse	a flight attendant, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_capitaine	a captain, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_marin	a sailor, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_croisiere	a cruise, with a minimal surrounding context that supports the action without defining a full scene.
transport	un_trajet	a journey, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_distance	a distance, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_vitesse	a speed, with a minimal surrounding context that supports the action without defining a full scene.
transport	une_securite	safety measure, with a minimal surrounding context that supports the action without defining a full scene.
